osm-id	version	latitudine	longitudine	road	house-number	suburb	district	city	county	state	post-code	country	cc	continent	amenity	brand	car	cu-code	cu-recharge	cu-state	elapsed-time	enel-name	enel-post-code	name	region	serial-number	usage-level	zona
4295717831	7	44.6472	10.937284	Via Ciro Menotti				Modena			41122	Italia	IT	European Union	charging_station	Enel	yes	HERA_00000020	FINISHED	ACTIVE	0	Menotti	41122	HERA_00000020	Emilia Romagna	N.11ZP21T2B01C000021	0	Modena
4295717832	7	43.1142	12.384	Via Alessandro Pascoli				Perugia			6123	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000477	FINISHED	ACTIVE	0	Pascoli	6123	ENEL_00000477	Umbria	N.11EP21T2301C000004	0	Perugia
4295717833	7	44.04849	12.565892	Via della Fiera				Rimini			47923	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000536	FINISHED	ACTIVE	0	Fiera1	47923	ENEL_00000536	Emilia Romagna	N.12EP21T2301H000041	0	Rimini
4295717834	7	43.7117	10.397013	Via Francesco Crispi				Pisa			56125	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000541	FINISHED	ACTIVE	0	Crispi	56100	ENEL_00000541	Tuscany	N.11EP21T2302C000177	0	Pisa
		41.900124	12.47512	Largo G. Toniolo				Roma			188	Italia	IT	European Union	charging_station	Enel	yes	EnEnergia_00000013	FINISHED	MAINTENANCE	0	Toniolo	186	EnEnergia_00000013	Lazio	N.13CP21T2B01H000012	0	Rome
4295717835	7	41.11838	16.8706	Piazza Aldo Moro				Bari			70121	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000591	FINISHED	ACTIVE	0	3 Aldo Moro	70122	ENEL_00000591	Puglia	N.13EP21T2301H000011	0	Bari
4295717836	7	43.71159	10.397086	Via Francesco Crispi				Pisa			56125	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000032	FINISHED	ACTIVE	0	via Crispi 72	0	ENEL_00000032	Tuscany	N.10EP21T2302A000035	0	Pisa
4295717837	7	44.70592	10.62578	Viale Regina Elena				Reggio nell'Emilia			42124	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000490	FINISHED	ACTIVE	0	Regina Elena 1	42124	ENEL_00000490	Emilia Romagna	N.11EP21T2302E000225	0	Reggio Emilia
		44.64493	10.955375	Viale Dello Sport				Modena			41122	Italia	IT	European Union	charging_station	Enel	yes	HERA_00000013	FINISHED	MAINTENANCE	0	Dello Sport	41122	HERA_00000013	Emilia Romagna	N.11ZP21T2B01C000010	0	Modena
4295717838	7	44.697266	10.642405	Piazzale Marconi				Reggio nell'Emilia			42122	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000346	FINISHED	ACTIVE	0	Marconi1	0	ENEL_00000346	Emilia Romagna	N.11EP21T2302E000216	0	Reggio Emilia
4295717839	7	44.699505	10.64327	Piazzale Europa				Reggio nell'Emilia			42122	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000408	FINISHED	ACTIVE	0	REGPiazzaleEuropa2	42124	ENEL_00000408	Emilia Romagna	N.11EP21T2302E000233	0	Reggio Emilia
4295717840	7	43.1	12.36	Via del Tabacchificio				Perugia			6126	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000470	FINISHED	ACTIVE	0	TABACCHIFICIO	6124	ENEL_00000470	Umbria	N.11EP21T2301C000037	0	Perugia
4295717841	7	44.40707	8.94605	Piazza Giuseppe Verdi				Genova			16122	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000511	FINISHED	ACTIVE	0	AEEG 242 6 Verdi	0	ENEL_00000511	Liguria	N.12EP21T2301H000037	0	Genova
4295717842	7	44.69987	10.626468	Piazza Gioberti				Reggio nell'Emilia			42124	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000450	FINISHED	ACTIVE	0	Gioberti 1 prima	42121	ENEL_00000450	Emilia Romagna	N.11EP21T2302E000219	0	Reggio Emilia
		44.64831	10.92844	Piazza Roma				Modena			41122	Italia	IT	European Union	charging_station	Enel	yes	HERA_00000002	FINISHED	MAINTENANCE	0	Piazza Roma 3	0	HERA_00000002	Emilia Romagna	N.11ZP21T2B01C000003	0	Modena
4295717843	7	43.70982	10.40934	Via Matteotti				Pisa			56127	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000333	FINISHED	ACTIVE	0	Matteotti 1	56124	ENEL_00000333	Tuscany	N.11EP21T2301C000007	0	Pisa
4295717844	7	41.869125	12.495768	Via Cristoforo Colombo				Roma			154	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000476	FINISHED	ACTIVE	0	Via Cristoforo Colombo	154	ENEL_00000476	Lazio	N.11CP21T2B01C000024	0	Rome
4295717845	7	44.41234	8.88487	Via Antonio Pacinotti				Genova			16159	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000516	FINISHED	ACTIVE	0	AEEG242 11 Pacinotti	16149	ENEL_00000516	Liguria	N.12EP21T2301H000034	0	Genova
		44.42472	8.84975	Largo Fausto Coppi				Genova			16154	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000606	FINISHED	MAINTENANCE	0	Largo Fausto Coppi	0	ENEL_00000606	Liguria	N.12EP21T2301H000014	0	Genova
4295717846	7	41.11838	16.8706	Piazza Aldo Moro				Bari			70121	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000588	FINISHED	ACTIVE	0	1 Piazzale Aldo Moro	70122	ENEL_00000588	Puglia	N.13EP21T2301H000012	0	Bari
		41.865402	12.479145	Via Ostiense				Roma			154	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000311	FINISHED	MAINTENANCE	0	Ostiense 2	154	ENEL_00000311	Lazio	N.11CP21T2B01C000011	0	Rome
		41.91867	12.479435	Via Antonio Gramsci				Roma			196	Italia	IT	European Union	charging_station	Enel	yes	EnEnergia_00000012	FINISHED	INSTALLED	0	Municipio II° (2)	197	EnEnergia_00000012	Lazio	N.13ZP22T5BA1F000003	0	Rome
4295717847	7	41.857567	12.497149	Via Marco e Marcelliano				Roma			147	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000390	FINISHED	ACTIVE	0	Elio Rufino 2	147	ENEL_00000390	Lazio	N.11CP21T2B02C000124	0	Rome
4295717848	7	41.910828	12.499169	Corso d?Italia				Roma			139	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000405	FINISHED	ACTIVE	0	Italia 1	198	ENEL_00000405	Lazio	N.10CP21T2B02B000070	0	Rome
4295717849	7	44.48817	11.34367	Piazza dei Tribunali1				Bologna			40124	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000463	FINISHED	ACTIVE	0	BO-Tribunali	0	ENEL_00000463	Emilia Romagna	N.11EP21T2301C000055	0	Bologna
4295717850	7	41.89756	12.483146	Piazza SS Apostoli				Roma			187	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000166	FINISHED	ACTIVE	0	Apostoli 2 - car sharing	187	ENEL_00000166	Lazio	N.11CP21T2B02C000103	0	Rome
4295717851	7	43.72435	10.4106	Via A. Paparelli				Pisa			56127	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000088	FINISHED	ACTIVE	0	Via A. Paparelli	0	ENEL_00000088	Tuscany	N.10EP21T2302A000020	0	Pisa
4295717852	7	44.353058	11.704722	Viale Aurelio Saffi				Imola			40026	Italia	IT	European Union	charging_station	Enel	yes	HERA_00000005	FINISHED	ACTIVE	0	Viale Aurelio Saffi 50	40026	HERA_00000005	Emilia Romagna	N.11ZP21T2B01C000013	0	Bologna
4295717853	7	43.70891	10.40931	Via Matteotti				Pisa			56127	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000334	FINISHED	ACTIVE	0	Matteotti 2	56124	ENEL_00000334	Tuscany	N.11EP21T2301C000008	0	Pisa
4295717854	7	43.11044	12.38466	Via Victor Hugo				Perugia			6100	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000478	FINISHED	ACTIVE	0	Hugo	6134	ENEL_00000478	Umbria	N.11EP21T2301C000042	0	Perugia
4295717855	7	41.83206	12.46255	Viale Europa incrocio Largo Apollinare				Roma			144	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000473	FINISHED	ACTIVE	0	Europa- Apollinare 1	144	ENEL_00000473	Lazio	N.11CP21T2B01C000017	0	Rome
		44.49193	11.31189	Piazza della Pace				Bologna			40134	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000560	FINISHED	MAINTENANCE	0	Pace	40134	ENEL_00000560	Emilia Romagna	N.12EP21T2301H000025	0	Bologna
4295717856	7	44.699505	10.64327	Piazzale Europa				Reggio nell'Emilia			42122	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000355	FINISHED	ACTIVE	0	REGPiazzaleEuropa1	42124	ENEL_00000355	Emilia Romagna	N.11EP21T2302E000231	0	Reggio Emilia
4295718388	3	41.8813	12.5615	Via dei Platani				Roma			177	Italia	IT	European Union	charging_station	Enel	yes	EnEnergia_00000002	FINISHED	ACTIVE	0	Europe Ass 2	0	EnEnergia_00000002	Lazio	N.12ZP21T2B01C000006	0	Rome
4295717858	7	41.11838	16.8706	Piazza Aldo Moro				Bari			70121	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000590	FINISHED	ACTIVE	0	2 Aldo Moro	70122	ENEL_00000590	Puglia	N.12EP21T2301H000058	0	Bari
4295717859	7	43.67142	10.27439	Via Duodo Duodi				Pisa				Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000289	FINISHED	ACTIVE	0	Duodi 1	56128	ENEL_00000289	Tuscany	N.11EP21T2302C000181	0	Pisa
		45.052826	9.694144	Via Camillo Cavour				Piacenza			29121	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000360	FINISHED	MAINTENANCE	0	Cavour 1	20121	ENEL_00000360	Emilia Romagna	N.11EP21T2302E000235	0	Piacenza
	1	43.71233	10.42127	Via P. Nenni				Pisa			56127	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000085	FINISHED	MAINTENANCE	0	Via P. Nenni	0	ENEL_00000085	Tuscany	N.10EP21T2302A000017	0	Pisa
4295717861	7	44.69498	10.640637	Piazza del Tricolore				Reggio nell'Emilia			42122	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000356	FINISHED	ACTIVE	0	Tricolore 2	42124	ENEL_00000356	Emilia Romagna	N.11EP21T2302E000232	0	Reggio Emilia
4295717862	7	41.12359	16.87263	Corso Cavour angolo Putignani				Bari			70121	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000493	FINISHED	ACTIVE	0	Petruzzelli	70126	ENEL_00000493	Puglia	N.12EP21T2301H000030	0	Bari
4295717863	7	44.14398	12.229327	Piazzale Dario Ambrosini				Cesena			47522	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000557	FINISHED	ACTIVE	0	Ambrosini	47521	ENEL_00000557	Emilia Romagna	N.11EP21T2301C000029	0	Forlì-Cesena
4295717864	7	44.49195	11.31188	Piazza della Pace				Bologna			40134	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000561	FINISHED	ACTIVE	0	Pace 2	40134	ENEL_00000561	Emilia Romagna	N.12EP21T2301H000018	0	Bologna
4295717865	7	41.896984	12.474514	Piazza di Sant'Andrea della Valle				Roma			186	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000265	FINISHED	ACTIVE	0	Car Sharing - Sant'Andrea della Valle2	186	ENEL_00000265	Lazio	N.11CP21T2B02C000100	0	Rome
4295717866	7	43.72503	10.397641	Via Piave				Pisa			56126	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000082	FINISHED	ACTIVE	0	Via Piave	0	ENEL_00000082	Tuscany	N.10EP21T2302A000012	0	Pisa
4295718390	2	41.729786	12.278144	Lungomare Paolo Toscanelli				Roma			121	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000114	FINISHED	ACTIVE	0	Piazza Anco Marzio - Lungomare Toscanelli	0	ENEL_00000114	Lazio	N.10CP21T2B02A000061	0	Rome
4295718389	3	44.49856	11.33498	via Di Riva Reno				Bologna			40122	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000574	FINISHED	ACTIVE	0	via Di Riva Reno	40122	ENEL_00000574	Emilia Romagna	N.11EP21T2301C000058	0	Bologna
4295717869	7	43.187984	12.137041	Via del Giuoca				Passignano sul Trasimeno				Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000385	FINISHED	ACTIVE	0	Giuoco	6065	ENEL_00000385	Umbria	N.10EP21T2302A000041	0	Perugia
		41.90249	12.477124	Via dei Prefetti				Roma			188	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000496	ACTIVE	MAINTENANCE	1056779	Municipio I	186	ENEL_00000496	Lazio	N.11CP21T2B01C000031	0	Rome
4295717870	7	41.13331	16.76256	Viale Enzo Ferrari				Bari				Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000583	FINISHED	ACTIVE	0	Aeroporto 1	70128	ENEL_00000583	Puglia	N.13EP21T2301H000003	0	Bari
4295717871	7	44.34611	11.715278	Via Amedeo Tabanelli				Imola			40026	Italia	IT	European Union	charging_station	Enel	yes	HERA_00000003	FINISHED	ACTIVE	0	Via Amedeo Tabanelli	40026	HERA_00000003	Emilia Romagna	N.11ZP21T2B01C000011	0	Bologna
4295717872	7	44.356945	11.716944	Via Andrea Costa				Imola			40026	Italia	IT	European Union	charging_station	Enel	yes	HERA_00000004	FINISHED	ACTIVE	0	Viale Andrea Costa 39	40134	HERA_00000004	Emilia Romagna	N.11ZP21T2B01C000015	0	Bologna
4295717873	7	44.48736	11.35675	Via Dante				Bologna			40125	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000558	FINISHED	ACTIVE	0	Dante	40125	ENEL_00000558	Emilia Romagna	N.12EP21T2301H000023	0	Bologna
		41.896954	12.483374	Via Cesare Battisti				Roma			187	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000308	FINISHED	INSTALLED	0	Cesare Battisti 2	187	ENEL_00000308	Lazio	N.11CP21T2B01C000009	0	Rome
4295717874	7	44.3725	11.722778	Via Ruggero Grieco				Imola			40026	Italia	IT	European Union	charging_station	Enel	yes	HERA_00000011	FINISHED	ACTIVE	0	Grieco	40026	HERA_00000011	Emilia Romagna	N.11ZP21T2B01C000034	0	Bologna
4295717875	7	41.90416	12.463348	Via di Porta Castello				Roma			193	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000449	FINISHED	ACTIVE	0	Fosse di Castello	193	ENEL_00000449	Lazio	N.11CP21T2B01C000016	0	Rome
		41.89573	12.455774	Via della Stazione di San Pietro				Roma			192	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000500	FINISHED	MAINTENANCE	0	Municipio XVIII	165	ENEL_00000500	Lazio	N.11CP21T2B01C000030	0	Rome
4295717876	7	44.05443	12.552288	Piazza Caduti di Cefalonia				Rimini			47923	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000571	FINISHED	ACTIVE	0	Caduti di Cefalonia	47923	ENEL_00000571	Emilia Romagna	N.12EP21T2301H000047	0	Rimini
4295717877	7	43.70048	10.39978	Via dell'Aeroporto				Pisa			56125	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000336	FINISHED	ACTIVE	0	Aeroporto 2	56121	ENEL_00000336	Tuscany	N.11EP21T2301C000010	0	Pisa
4295717878	7	43.72235	10.41366	Via Angelo Battelli				Pisa			56127	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000078	FINISHED	ACTIVE	0	Via A. Battelli	0	ENEL_00000078	Tuscany	N.10EP21T2302A000008	0	Pisa
4295717879	7	43.72146	10.40343	Via Santa Caterina				Pisa			56127	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000086	FINISHED	ACTIVE	0	Piazza Santa Caterina	0	ENEL_00000086	Tuscany	N.10EP21T2302A000029	0	Pisa
4295717880	7	43.72433	10.41066	Via A. Paparelli				Pisa			56127	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000089	FINISHED	ACTIVE	0	Via A. Paparelli	0	ENEL_00000089	Tuscany	N.10EP21T2302A000013	0	Pisa
		41.89756	12.483073	Piazza SS Apostoli				Roma			187	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000252	FINISHED	MAINTENANCE	0	Apostoli 1	187	ENEL_00000252	Lazio	N.11CP21T2B02C000098	0	Rome
		41.915813	12.464477	Piazza Giuseppe Mazzini				Roma			196	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000315	FINISHED	MAINTENANCE	0	Mazzini 2	195	ENEL_00000315	Lazio	N.11CP21T2B02C000119	0	Rome
		41.894344	12.438158	Piazza Pio XI				Roma			165	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000409	FINISHED	MAINTENANCE	0	Pio XI	165	ENEL_00000409	Lazio	N.11CP21T2B01C000001	0	Rome
		44.409615	8.902672	Via di Francia				Genova			16134	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000507	FINISHED	PLANNED	0	AEEG242 2 Di Francia	16149	ENEL_00000507	Liguria		0	Genova
4295717881	7	44.048546	12.565758	Via della Fiera				Rimini			47923	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000537	FINISHED	ACTIVE	0	Fiera2	47923	ENEL_00000537	Emilia Romagna	N.12EP21T2301H000046	0	Rimini
		41.89696	12.474434	piazza Sant'Andrea della Valle				Roma			186	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000545	ACTIVE	MAINTENANCE	5197790	municipio I	0	ENEL_00000545	Lazio	N.13CP21T2B01H000001	0	Rome
4295717882	7	41.92323	12.506921	Piazza Verbano				Roma			198	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000547	FINISHED	ACTIVE	0	Verbano	199	ENEL_00000547	Lazio	N.13CP21T2B01H000002	0	Rome
4295717883	7	41.97526	12.49499	Viale Maurizio Barendson				Roma			138	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000383	FINISHED	ACTIVE	0	Saxa Rubra 1	188	ENEL_00000383	Lazio	N.11CP21T2B02C000120	0	Rome
4295717884	7	44.50307	11.34048	Via Fioravanti				Bologna			40121	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000444	FINISHED	ACTIVE	0	Via Fioravanti	40129	ENEL_00000444	Emilia Romagna	N.11EP21T2302C000174	0	Bologna
		41.918476	12.48019	Via Antonio Gramsci				Roma			196	Italia	IT	European Union	charging_station	Enel	yes	EnEnergia_00000011	FINISHED	MAINTENANCE	0	Municipio II° (1)	197	EnEnergia_00000011	Lazio	N.13CP22T5BA1F000002	0	Rome
4295717885	7	41.90875	12.49471	Via Boncompagni				Roma			139	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000127	FINISHED	ACTIVE	0	Via Boncompagni	0	ENEL_00000127	Lazio	N.11CP21T2B02C000080	0	Rome
4295717886	7	43.70035	10.39972	Pisa Aeroporto				Pisa			56125	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000277	FINISHED	ACTIVE	0	Aeroporto 1	56121	ENEL_00000277	Tuscany	N.11EP21T2302C000175	0	Pisa
4295717887	7	44.3589	11.6905	Via Belvedere				Imola			40026	Italia	IT	European Union	charging_station	Enel	yes	HERA_00000008	FINISHED	ACTIVE	0	Belvedere	40026	HERA_00000008	Emilia Romagna	N.11ZP21T2B01C000031	0	Bologna
4295717888	7	43.92826	10.92747	Strada Provinciale Pratese				Pistoia			51100	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000424	FINISHED	ACTIVE	0	Punto Enel Pistoia	51100	ENEL_00000424	Tuscany	N.11EP21T2301C000047	0	Pistoia
4295717889	7	42.967567	12.272206	Vocabolo Maroneto				Marsciano				Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000454	FINISHED	ACTIVE	0	Mercatello 2	6072	ENEL_00000454	Umbria	N.11EP21T2301C000041	0	Perugia
		41.86656	12.479656	Via Ostiense				Roma			154	Italia	IT	European Union	charging_station	Enel	yes	EnEnergia_00000014	FINISHED	MAINTENANCE	0	ostiense	0	EnEnergia_00000014	Lazio	N.11CP21T2B02C000128	0	Rome
4295717890	7	41.1292	16.86374	Corso De Tullio				Bari			70123	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000597	FINISHED	ACTIVE	0	De Tullio	70122	ENEL_00000597	Puglia	N.13EP21T2301H000005	0	Bari
4295717891	7	44.685608	10.629381	Viale Risorgimento				Reggio nell'Emilia			42122	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000564	FINISHED	ACTIVE	0	Risorgimento	42122	ENEL_00000564	Emilia Romagna	N.11EP21T2302E000228	0	Reggio Emilia
4295717892	7	43.72241	10.41372	Via Angelo Battelli				Pisa			56127	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000079	FINISHED	ACTIVE	0	Via A. Battelli	0	ENEL_00000079	Tuscany	N.10EP21T2302A000032	0	Pisa
4295717893	7	41.918365	12.511903	Viale Pola				Roma			198	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000151	FINISHED	ACTIVE	0	Via Pola 25	0	ENEL_00000151	Lazio	N.11CP21T2B02C000087	0	Rome
		44.694984	10.640527	Piazza del Tricolore				Reggio nell'Emilia			42122	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000354	FINISHED	MAINTENANCE	0	Tricolore	42124	ENEL_00000354	Emilia Romagna	N.11EP21T2302E000230	0	Reggio Emilia
		41.822056	12.47155	Piazzale dell'Umanesimo				Roma			144	Italia	IT	European Union	charging_station	Enel	yes	EnEnergia_00000007	FINISHED	MAINTENANCE	0	Municipio XII	144	EnEnergia_00000007	Lazio	N.13CP21T2B01H000008	0	Rome
4295717894	7	43.104366	12.375824	Piazza Vittorio Veneto				Perugia			6100	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000420	FINISHED	ACTIVE	0	Veneto	6124	ENEL_00000420	Umbria	N.11EP21T2301C000034	0	Perugia
4295717895	7	43.57026	13.51027	Via Pastore				Ancona			60131	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000426	FINISHED	ACTIVE	0	PE Ancona	60131	ENEL_00000426	Marche	N.11EP21T2301C000045	0	Ancona
4295717896	7	44.65281	10.911108	Via Emilia Ovest				Modena			41122	Italia	IT	European Union	charging_station	Enel	yes	HERA_00000017	FINISHED	ACTIVE	0	Emilia Ovest	41123	HERA_00000017	Emilia Romagna	N.11ZP21T2B01C000025	0	Modena
4295717897	7	43.79199	11.242501	Via Filippo Corridoni				Firenze			50127	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000422	FINISHED	ACTIVE	0	Punto Enel FI	50100	ENEL_00000422	Tuscany	N.11EP21T2302C000183	0	Florence
4295717898	7	44.649944	10.921432	Via Berengario				Modena			41122	Italia	IT	European Union	charging_station	Enel	yes	HERA_00000014	FINISHED	ACTIVE	0	Berengario	41121	HERA_00000014	Emilia Romagna	N.11ZP21T2B01C000008	0	Modena
4295717899	7	45.08382	9.7038	Via Cesare Calciati				Piacenza				Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000359	FINISHED	ACTIVE	0	Via Cesare Calciati 9	29122	ENEL_00000359	Emilia Romagna	N.11EP21T2302E000234	0	Piacenza
4295717900	7	44.071095	12.578665	Via Beccadelli				Rimini			47921	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000436	FINISHED	ACTIVE	0	Beccadelli	47921	ENEL_00000436	Emilia Romagna	N.11EP21T2302E000241	0	Rimini
4295717901	7	43.10852	12.38778	Largo della Libertà				Perugia			6100	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000553	FINISHED	ACTIVE	0	Libertà 2	6122	ENEL_00000553	Umbria	N.11EP21T2301C000035	0	Perugia
		44.05523	0	Lungomare Di Vittorio				Rimini				Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000576	FINISHED	INSTALLED	0	Lungomare Di Vittorio	47921	ENEL_00000576	Emilia Romagna	N.13EP22T5311F000008	0	Rimini
4295717902	7	43.71167	10.397018	Via Francesco Crispi				Pisa			56125	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000033	FINISHED	ACTIVE	0	via Crispi 72	0	ENEL_00000033	Tuscany	N.10EP21T2302A000037	0	Pisa
4295717903	7	41.97531	12.495138	Viale Maurizio Barendson				Roma			138	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000384	FINISHED	ACTIVE	0	Saxa Rubra 2	188	ENEL_00000384	Lazio	N.11CP21T2B02C000121	0	Rome
4295717904	7	44.49523	11.33513	Piazza San Francesco				Bologna			40122	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000485	FINISHED	ACTIVE	0	San Francesco	40122	ENEL_00000485	Emilia Romagna	N.11EP21T2301C000027	0	Bologna
4295717905	7	44.41105	8.93907	Piazza Marsala				Genova			16124	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000513	FINISHED	ACTIVE	0	AEEG242 8 Marsala	16122	ENEL_00000513	Liguria	N.12EP21T2301H000015	0	Genova
4295717906	7	41.81605	12.41204	Viale Salvatore Rebecchini				Roma			127	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000546	FINISHED	ACTIVE	0	rebecchini1	148	ENEL_00000546	Lazio	N.11CP21T2B01C000004	0	Rome
4295717907	7	41.1036	16.91204	Via Arturo Toscanini				Bari			70126	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000581	FINISHED	ACTIVE	0	Bari 005	70126	ENEL_00000581	Puglia	N.12EP21T2301H000056	0	Bari
		44.06399	12.573035	Piazzale Cesare Battisti				Rimini			47921	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000594	FINISHED	INSTALLED	0	Battisti 1	47900	ENEL_00000594	Emilia Romagna	N.12EP21T2301H000044	0	Rimini
	1	41.859512	12.495138	Via Giovanni Genocchi				Roma			145	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000316	FINISHED	MAINTENANCE	0	Genocchi 2	145	ENEL_00000316	Lazio	N.11CP21T2B02C000123	0	Rome
4295717909	7	37.5318	15.1085	Via Monsignor Domenico Orlando				Catania			95131	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000434	FINISHED	ACTIVE	0	PE Catania	95126	ENEL_00000434	Sicily	N.11EP21T2301C000051	0	Catania
4295717910	7	41.826443	12.4783	Viale dell'Aeronautica				Roma			144	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000524	FINISHED	ACTIVE	0	Aeronautica 1	0	ENEL_00000524	Lazio	N.11CP21T2B01C000026	0	Rome
4295717911	7	44.40596	8.9364	Via Ceccardo Roccatagliata Ceccardi				Genova			16121	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000508	FINISHED	ACTIVE	0	AEEG242 3 Ceccardi	16100	ENEL_00000508	Liguria	N.12EP21T2301H000009	0	Genova
4295717912	7	41.80673	12.324249	Via Angelo Vescovalli				Roma				Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000165	FINISHED	ACTIVE	0	Fiera di Roma	136	ENEL_00000165	Lazio	N.11CP21T2B02C000101	0	Rome
4295717913	7	44.357224	11.71611	Via Aspromonte				Imola			40026	Italia	IT	European Union	charging_station	Enel	yes	HERA_00000007	FINISHED	ACTIVE	0	Parcheggio_Autostazione	40026	HERA_00000007	Emilia Romagna	N.11ZP21T2B01C000014	0	Bologna
4295717914	7	43.09681	12.38285	Piazzale FIGC				Perugia			6126	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000503	FINISHED	ACTIVE	0	FIGC	6100	ENEL_00000503	Umbria	N.12EP21T2301H000002	0	Perugia
		41.90638	12.414583	Via Mattia Battistini				Roma			166	Italia	IT	European Union	charging_station	Enel	yes	ENEL_00000382	FINISHED	MAINTENANCE	0	Battistini 2	167	ENEL_00000382	Lazio	N.11CP21T2B02C000118	0	Rome
